FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
BMGF,ETH0814,2,8.6568676786490,39.3919606376432,1466.25733,4,24/12/2018,24/12/2018,Maize,Store,Main,NA,9.87155,NA,NA,NA,NA,84.99452,NA,0.01979,0.58177,NA,1.56491,21.40557,3902.49790,NA,1032.37148,5.47913,1.42156,0.61914,2982.20503,NA,0.70227,1455.57721,0.23078,0.40175,NA,NA,0.10942,22.11704,1546.54156,0.04425,30103.11270,2.32107,3.16314,0.01810,1.47790,1.49600,18.56349,5632.49706,0.03272,0.00015,0.21113,NA,0.08162,0.00184,11.86620,29.26197,NA,0.60461,0.00983,11.24592,24.34258,NA,6.69750,2036.72520,0.01880,38897.84917,NA,2.74957,743.83672,7392.58219,NA,2.83244,151.06587,5837.56652,NA,33.93470,1109.96934,0.00472,1521.57710,NA,0.00993,0.47208,0.13370,NA,0.04789,7.90381,228.26811,NA,0.94729,0.01278,31.92490,NA,NA,11.47604,209.67291,0.56996,253.52617,0.28198,0.00010,11.93274,81.62752,6.92,7.67,0.94689,NA,179.63153,10.26762,144.39385,8.40191,NA,343.23027,5.58054,0.62475,2088.75015,0.00039,NA,0.94665,10.50414,NA,4.05572,0.00435,88.98300
BMGF,ETH0815,2,8.6858841662202,39.7583527303923,1147.56463,4,24/12/2018,24/12/2018,Maize,Store,Main,NA,7.24109,0.02152,NA,NA,NA,67.77331,NA,0.01421,0.57394,NA,1.78331,19.32210,3008.97409,NA,904.86868,5.33927,0.81521,0.75466,2423.75784,NA,0.89869,1718.89628,0.04577,0.23699,NA,NA,0.12559,20.72627,2496.51853,0.03894,37410.30121,3.08939,4.25730,0.36060,1.52040,1.88100,25.15910,19354.33689,0.03422,0.00015,0.21355,NA,0.04762,0.00114,13.81831,27.78739,NA,0.69996,0.01055,11.49110,31.67549,NA,7.90936,5455.91455,0.01314,56233.26051,NA,1.20724,252.58917,6392.52409,NA,3.61659,170.51123,8491.96613,NA,16.69626,978.85011,0.00326,1563.86766,NA,0.00786,0.40968,0.12990,NA,0.57759,101.04112,563.06612,NA,0.50684,0.00611,30.82624,NA,NA,7.14164,782.85917,0.22344,690.21973,0.27448,0.00023,10.27943,130.32832,7.17,8.29,1.17189,NA,169.44674,8.10736,173.16903,5.78080,NA,243.28839,4.07416,0.61950,3699.41334,0.00483,NA,0.69804,11.96963,NA,4.21209,0.00321,98.21555
BMGF,ETH0816,2,8.4822824845130,39.1618466785989,1614.78285,4,23/12/2018,23/12/2018,Teff,Field stack,Main,0.00397,77.28473,0.01652,NA,9.50255,NA,1498.48640,NA,0.08170,3.03328,0.00305,3.84606,142.43741,5098.12951,0.07015,1546.18635,55.59389,1.18276,1.92195,3543.72501,0.02781,3.23173,2311.94675,0.09099,7.33995,NA,0.00191,0.25964,30.72375,1564.63418,0.04562,23229.10213,2.17650,2.77030,0.03160,2.21140,2.24300,15.78200,6085.66609,0.04637,0.00051,0.23392,NA,0.04802,0.00176,6.34287,16.16342,NA,0.18042,0.01100,4.40935,19.94529,NA,9.83061,3195.33784,0.03817,34720.00020,NA,2.23648,694.09328,4442.55228,NA,2.26276,147.35540,3626.91065,NA,28.49229,769.65831,0.01195,1296.60681,NA,0.02239,0.77097,0.20750,NA,0.04856,9.50537,403.90580,NA,0.30675,0.00986,17.31322,NA,NA,60.63660,329.57248,8.70420,346.73248,0.13356,0.00016,10.92430,115.85683,6.95,7.96,2.10353,NA,296.38191,10.71184,252.34143,4.88923,NA,358.84405,7.33534,0.74094,2134.47035,0.00229,NA,2.64154,7.93262,NA,3.63017,0.00993,97.80354
BMGF,ETH0817,2,8.9782421987547,39.1219641446248,2369.66701,4,26/12/2018,26/12/2018,Wheat,Field stack,Main,NA,22.74527,NA,NA,4.27263,NA,402.71005,NA,0.02683,0.25829,NA,3.72899,49.40179,4235.36136,NA,1166.62014,37.83351,0.13113,0.39384,2670.44518,NA,3.13883,1647.62868,NA,1.75062,NA,NA,0.16208,15.50263,2462.64551,0.02446,52607.68690,2.92103,4.73068,0.00000,0.98380,0.98380,29.61302,7345.55917,0.03204,0.00016,0.18084,NA,0.18317,0.00040,25.44958,56.36234,NA,1.67726,0.00872,22.34986,50.40570,NA,19.13568,3007.84521,0.01294,53177.57951,NA,0.57917,84.86999,5413.85235,NA,4.43254,194.19489,6370.25394,NA,58.15040,1450.79981,0.00479,1805.88361,NA,0.00042,0.14082,0.08180,NA,0.05627,10.72503,146.29190,NA,2.67076,0.04930,66.26150,NA,NA,31.59841,206.88275,0.49809,238.52527,0.42983,0.00005,12.90900,149.57763,5.94,6.94,1.00846,NA,109.76431,3.68516,79.94231,4.02874,NA,206.26397,1.48541,0.50372,1408.63753,0.00003,NA,0.41767,4.70129,NA,3.79829,0.00424,87.56275
BMGF,ETH0818,2,8.8739638399225,39.2451090642833,2362.00718,4,27/12/2018,27/12/2018,Wheat,Field stack,Main,NA,7.12744,NA,NA,5.66600,NA,393.75234,NA,0.02415,0.13077,NA,3.51135,30.83231,3811.81004,NA,1082.33931,28.20268,0.60059,0.34316,2080.87598,NA,3.01762,1789.97464,0.06091,3.46116,NA,NA,0.10020,21.70998,3512.00363,0.03088,56444.01394,3.07389,3.16023,0.49970,1.56730,2.06700,41.18902,27240.57973,0.02236,0.00005,0.21361,NA,0.04698,0.00041,27.26851,63.20446,NA,1.47435,0.00791,27.24071,51.00546,NA,13.86341,3253.76571,0.00956,58322.75667,NA,0.43411,59.41658,6565.63092,NA,4.86625,182.97219,11308.72345,NA,10.85467,1415.61711,0.00103,1741.25268,NA,0.00172,0.05913,0.09500,NA,0.08189,15.62974,123.16502,NA,0.72692,0.00499,70.30308,NA,NA,1.59452,104.39894,0.05595,135.77503,0.40500,0.00006,11.62329,230.92832,7.31,8.03,NA,NA,100.92714,4.36061,123.94439,0.28064,NA,178.01914,2.74501,0.56579,1286.61312,0.00322,NA,0.24067,10.75492,NA,4.31460,0.00245,98.41873
BMGF,ETH0819,2,8.3214915174138,38.9771453532009,1604.87985,4,28/12/2018,28/12/2018,Maize,Field stack,Main,NA,23.15979,NA,NA,0.20391,NA,68.35255,NA,0.01858,0.84257,NA,2.00663,39.94832,3692.05700,0.07864,1115.48212,5.71146,0.79525,0.89807,3083.33509,0.68943,1.17887,1435.28805,0.10270,0.22349,NA,NA,0.13746,29.55318,1985.32043,0.03269,41513.07574,2.86325,2.65133,0.00000,1.68800,1.68800,18.71287,5160.91871,0.04031,0.00024,0.29878,NA,0.10562,0.00107,11.44775,35.42781,NA,1.03558,0.01034,13.75976,26.85289,NA,15.27931,3053.71433,0.01446,48752.00740,NA,1.64219,365.78308,8727.45149,NA,4.27585,250.17725,6886.80195,NA,52.78074,1254.90494,0.01100,1663.66426,NA,0.00159,0.48056,0.15470,NA,0.14451,29.81804,296.84668,NA,1.36957,0.02196,38.31707,NA,NA,5.18780,69.31696,0.12490,137.51176,0.24087,0.00007,17.53554,111.82483,6.19,6.99,1.41317,NA,206.91415,8.97101,163.26902,7.97425,NA,441.44240,5.50688,1.00829,1653.63345,0.00013,NA,1.87191,6.01046,NA,3.63399,0.00835,152.12077
BMGF,ETH0820,5,7.9964814637132,38.7106616713414,1649.17999,4,02/01/2019,02/01/2019,Maize,Field stack,Main,NA,6.25389,NA,NA,0.28653,NA,92.62220,0.12756,NA,NA,NA,1.41668,16.07728,3642.87872,NA,996.82982,3.73830,0.76390,NA,2714.21451,NA,1.58235,1581.49578,0.17037,0.51412,NA,NA,0.17145,20.93542,1362.70820,0.01378,22449.38840,1.04871,0.93190,0.00610,1.83490,1.84100,16.37531,4668.75766,0.04585,0.00036,0.26053,NA,0.02633,0.00036,5.69819,13.30336,NA,0.25559,0.00604,7.10705,20.05218,NA,11.72858,990.20717,0.00968,25455.16898,NA,1.47558,378.79484,5794.69870,NA,2.49598,161.65745,4556.91875,NA,20.40381,505.46411,0.00717,727.50391,NA,0.00278,0.42432,0.18300,NA,0.11638,24.76968,529.56748,NA,0.41902,0.00704,12.07832,NA,NA,4.68633,160.02217,0.22204,219.81200,0.09675,0.00013,7.79170,64.28856,6.29,7.11,1.07110,NA,291.89711,4.86712,157.47247,7.19480,NA,394.15621,5.80401,0.45501,1302.04556,0.00012,NA,1.39436,6.62366,NA,3.50368,0.01240,84.07606
BMGF,ETH0821,5,8.0165390203087,38.6891278960910,1674.66218,4,02/01/2019,02/01/2019,Maize,Field stack,Main,NA,5.02947,NA,NA,0.17439,NA,53.87379,0.27662,NA,NA,NA,0.63477,17.54365,3438.15571,NA,1084.02904,4.38885,0.91546,NA,2678.34929,NA,1.35874,1759.35054,0.26238,0.36040,NA,NA,0.16957,17.05323,1914.82969,0.01477,31338.06638,2.34935,0.64284,0.01330,2.18170,2.19500,23.05262,6937.64426,0.04834,0.00020,0.34421,NA,0.02237,0.00041,6.16972,19.21518,NA,0.30000,0.00631,8.85493,26.76490,NA,8.44605,1543.70378,0.00648,34459.89848,NA,2.13978,499.54249,8387.74879,NA,2.88218,160.85049,6200.36826,NA,22.36017,874.40422,0.00371,1216.54942,NA,0.00597,0.54030,0.19800,NA,0.10229,17.83682,310.65496,NA,0.53484,0.00692,19.31289,NA,NA,5.85252,247.66940,0.22621,297.85920,0.14361,0.00012,12.23836,114.07508,6.75,7.79,0.79895,NA,196.62401,4.66030,171.57795,8.11554,NA,406.85984,6.35999,0.66021,1462.93115,0.00035,NA,1.88497,15.28443,NA,3.98300,0.00916,124.23297
BMGF,ETH0822,5,7.7661839271223,38.5623317840301,1614.39942,4,09/01/2019,09/01/2019,Maize,Field stack,Main,NA,6.24558,NA,NA,NA,NA,50.65767,NA,NA,NA,NA,0.87742,15.08187,3404.21736,NA,955.26960,3.11441,0.89020,NA,2358.72322,NA,2.65931,1826.10849,0.21832,0.18104,NA,NA,0.17889,18.33796,1513.42159,0.03696,15914.35085,1.95912,0.68534,0.20270,1.59630,1.79900,14.71404,10631.89637,0.03799,0.00025,0.21007,NA,0.00797,0.00043,3.22106,7.86623,NA,0.10295,0.00801,4.29568,19.94288,NA,5.23019,1207.41968,0.02137,21873.38958,NA,2.23005,655.75993,6337.73244,NA,1.65793,122.11178,4903.28588,NA,8.42824,470.14112,0.00452,819.57571,NA,0.06938,1.11696,0.15180,NA,0.17527,37.58842,627.73318,NA,0.10871,0.00471,8.52217,NA,NA,14.46932,373.50652,0.67746,404.36200,0.07814,0.00021,6.18397,112.49549,7.43,8.35,3.85131,NA,252.72657,6.18750,208.95489,16.18091,NA,390.91946,10.99307,0.50916,1087.70510,0.00706,NA,1.45525,15.50662,NA,3.97098,0.00942,86.41438
BMGF,ETH0823,5,8.9223921145567,38.9608382102985,2531.75278,4,11/01/2019,11/01/2019,Wheat,Field stack,Main,0.00268,8.16871,NA,NA,3.67670,NA,429.48046,NA,NA,NA,NA,4.03163,36.26331,4919.99906,NA,1279.16854,34.65233,0.56405,NA,3636.86796,NA,3.46659,1990.08064,0.01919,2.32443,NA,NA,0.18983,33.13036,2993.67434,0.03133,60312.17966,2.05614,6.33674,0.16120,1.04780,1.20900,38.12566,14612.67720,0.02180,0.00010,0.20525,NA,0.04248,0.00039,24.63304,53.60658,NA,1.44536,0.00976,23.56171,45.38971,NA,11.91778,4522.82740,0.01312,69946.12494,NA,0.48361,67.97663,5521.23640,NA,4.63162,169.09839,8773.69998,NA,11.79348,1772.31175,0.00190,2002.13575,NA,0.00181,0.04673,0.08210,NA,0.07088,11.23200,163.08785,NA,0.70409,0.00705,59.80960,NA,NA,7.94733,318.58972,0.10973,441.74261,0.22999,0.00021,13.42957,213.49619,7.12,7.96,0.59602,NA,95.77120,2.37082,65.04231,2.16773,NA,150.06041,1.09356,0.36239,1630.23001,0.00303,NA,0.42384,15.31301,NA,4.31121,0.00367,114.19473
BMGF,ETH0824,5,8.8338392008857,38.9168311866835,2098.65988,4,11/01/2019,11/01/2019,Barley,Field stack,Main,NA,21.85989,NA,NA,3.21225,NA,411.17362,NA,NA,NA,NA,5.15235,60.51977,4207.91819,NA,1113.89886,14.00318,1.90693,NA,3117.94976,NA,1.44872,1959.11517,NA,2.12343,NA,0.00045,0.20597,25.87300,2146.43928,0.02438,46825.26840,1.61702,7.40818,0.09400,1.45500,1.54900,28.46130,8721.09106,0.02289,0.00011,0.19175,NA,0.07112,0.00085,20.31222,45.57052,NA,1.26134,0.01190,18.54872,32.24416,NA,13.39312,5279.89813,0.01184,67730.19290,NA,0.83268,153.83693,4880.00190,NA,2.52061,113.69984,5575.59405,NA,23.50689,1808.15845,0.00528,2212.59405,NA,0.00417,0.17384,0.12820,NA,0.05218,7.79380,148.29640,NA,1.07522,0.01206,50.01807,NA,NA,7.14828,160.06776,0.13299,209.15236,0.28671,0.00009,13.77307,154.59875,6.99,7.68,1.25747,NA,187.25250,5.55253,115.16139,5.79048,NA,374.92084,2.88825,0.40586,1909.15907,0.00417,NA,0.76470,13.32922,NA,4.24685,0.00382,118.10888
BMGF,ETH0825,4,11.9315687043241,36.8990680366897,2202.15737,3,13/01/2019,13/01/2019,Maize,Field stack,Main,NA,4.23619,NA,NA,1.26912,NA,106.33088,NA,0.00893,NA,NA,2.05326,23.88329,3183.67688,0.10597,959.20992,5.68017,0.01668,0.41501,1951.17542,0.64351,3.30385,1672.33534,NA,0.44502,NA,NA,0.02147,27.30657,3485.33645,0.49075,91512.19863,2.73567,57.54756,0.00000,2.34900,2.34900,10.30833,2125.10390,0.02225,0.00599,0.13267,NA,0.30244,0.02104,25.21704,72.38865,NA,1.09704,0.00680,34.30904,18.08472,NA,35.18887,9722.11529,0.02281,139795.20472,NA,0.59640,125.68496,3593.89708,NA,3.26498,221.50907,2444.42744,NA,190.59207,3714.96818,80.65575,4074.83375,NA,0.00009,0.14039,0.20210,NA,0.05336,7.95373,68.04947,NA,0.74375,0.19176,59.32544,NA,NA,3.97877,165.97372,0.02191,629.98181,0.05882,0.00017,13.68393,350.81926,4.80,5.22,11.61601,NA,237.56839,2.28241,212.86650,3.44197,NA,628.80799,0.76055,0.69519,1874.72510,0.00003,NA,1.55183,4.68472,NA,2.02280,0.32971,131.87427
BMGF,ETH0826,4,12.4566707538455,37.7903509296403,1856.47131,4,14/01/2019,14/01/2019,Finger millet,Store,Main,NA,1514.75901,0.05620,NA,3.17017,NA,6263.95908,0.00524,1.40466,15.39506,0.00590,8.83444,2054.38498,5893.79401,0.42527,2578.50472,214.04565,0.59753,10.34055,3960.81058,1.93445,1.14826,1576.55510,0.09792,37.73976,NA,0.00548,6.84794,35.58520,3290.53638,0.01468,59992.68498,0.20555,0.04340,0.00370,0.42810,0.43180,19.63746,21005.14412,0.00362,0.00009,0.04824,NA,0.03668,0.00039,36.23118,33.49950,NA,1.56942,0.07885,93.03098,30.65390,NA,10.24209,5727.22919,0.01408,80314.97526,NA,0.56560,87.29534,3194.08146,NA,8.79329,495.59003,14878.90176,NA,7.09210,1083.64576,0.00188,1168.22771,NA,0.00032,0.01293,0.04470,NA,0.10455,29.51436,3872.30521,NA,0.30072,0.01261,72.11429,NA,NA,5.96372,39.65242,0.15366,306.70240,0.01552,0.00010,1.01022,51.14135,6.69,7.24,0.42941,NA,57.17724,3.33015,38.11254,2.49661,NA,108.87011,1.58012,0.17741,1408.24168,0.00002,NA,0.17393,17.49592,NA,3.48517,0.04461,81.28453
BMGF,ETH0827,4,12.3904362873785,37.4332417018221,1817.05512,4,14/01/2019,14/01/2019,Teff,Field stack,Main,NA,912.62479,0.05563,NA,17.97668,NA,2010.94102,NA,0.81202,2.79956,0.01862,8.59011,984.46426,5823.93239,0.24108,2245.98775,50.24512,0.57828,5.05336,5229.83821,0.09229,2.43426,2245.01235,0.85785,10.34679,NA,0.00602,2.64742,43.21981,3737.57938,0.00996,78515.06998,1.20283,3.50558,0.00000,1.61200,1.61200,32.74698,11032.15717,0.00725,0.00010,0.07817,NA,0.09898,0.00023,43.64292,156.10663,NA,3.13200,0.01044,67.56178,49.31740,NA,25.50783,4159.93355,0.01377,88978.32324,NA,0.47883,78.81669,3923.03712,NA,13.97084,514.90905,11810.63307,NA,19.11585,1272.50223,0.00779,1675.37676,NA,0.00024,0.01731,0.09770,NA,0.14730,26.72847,180.56792,NA,2.30788,0.06477,117.73831,NA,NA,35.31150,294.63150,0.44019,553.50065,0.16442,0.00011,6.00852,177.38136,6.32,6.91,NA,NA,47.71000,1.85786,70.43981,0.38268,NA,135.58326,1.10548,0.31160,1316.97793,0.00001,NA,0.32911,6.93990,NA,3.63964,0.01085,96.28447
BMGF,ETH0828,4,12.4108319738233,37.3894997529329,1819.87110,4,14/01/2019,14/01/2019,Teff,Field stack,Main,0.00662,1296.43883,0.11787,NA,20.13543,0.03472,2006.99571,NA,1.02361,6.48701,0.04246,8.56951,1298.95898,5481.63550,0.48694,2593.04211,64.22892,0.28999,7.04734,5500.04795,1.57319,3.03063,2552.94338,0.13809,10.62154,0.00255,0.01152,3.40697,49.74389,1491.57333,0.02063,79708.98406,1.16227,4.08384,0.00000,1.21500,1.21500,29.69804,9432.74461,0.00846,0.00014,0.06556,NA,0.29587,0.00036,50.87597,160.95626,NA,2.20714,0.00787,51.92667,49.35067,NA,24.13235,1551.00617,0.01871,85300.73943,NA,0.34460,56.87736,2612.09612,NA,17.34527,655.07550,11606.34163,NA,35.25885,658.21093,0.03862,1585.85680,NA,0.00013,0.01523,0.06590,NA,0.10054,16.89713,114.66626,NA,3.53507,0.15608,129.40676,NA,NA,2.35410,61.03271,0.03428,35.34551,0.19040,0.00014,7.85314,182.13859,5.95,6.60,NA,NA,48.81686,2.60609,50.15324,0.84154,NA,273.89558,0.78906,0.30269,1109.18166,0.00003,NA,0.41173,4.02045,NA,3.30052,0.01467,107.22974
BMGF,ETH0829,4,8.6065431821663,37.4188561728499,1938.02641,4,04/01/2019,11/01/2019,Maize,Field stack,Main,NA,7.25650,NA,NA,0.82835,NA,66.54556,NA,0.01115,NA,NA,1.62756,19.27216,3425.17968,NA,807.73948,4.92089,0.16801,0.55112,1734.38736,NA,4.85426,1657.15353,0.01459,0.35432,NA,NA,0.03053,15.05908,4113.74674,0.16847,76765.28528,3.39172,11.54713,0.00000,3.03100,3.03100,9.77560,2374.11081,0.02436,0.00069,0.17083,NA,0.82127,0.00139,47.25669,98.38048,NA,1.12140,0.00609,24.86012,15.74598,NA,34.30751,11992.53532,0.00878,84904.26920,NA,1.18714,325.26002,4028.65365,NA,3.32430,245.01702,2347.11386,NA,160.66955,2012.39892,0.60265,2574.42452,NA,0.00009,0.52030,0.23850,NA,0.05444,7.76160,99.02861,NA,1.13683,0.05035,60.14423,NA,NA,3.79626,144.61536,0.04155,352.27979,0.20303,0.00011,22.48625,322.26014,5.18,5.75,6.41838,NA,174.64720,2.99145,236.70847,7.93842,NA,822.21684,1.50962,0.90467,1981.13845,0.00004,NA,2.11138,6.29753,NA,2.90792,0.05919,91.03030
BMGF,ETH0830,4,8.7089484874053,37.4015888586514,2271.79269,4,04/01/2019,11/01/2019,Barley,Field stack,Main,NA,16.52929,NA,NA,8.44348,NA,369.19743,NA,0.01936,0.52598,NA,4.02443,46.23552,5862.96589,NA,1332.73443,17.28511,0.05518,1.24352,3983.79600,0.06310,6.45640,2062.24331,0.02690,2.46487,NA,NA,0.09327,31.13751,5827.43447,1.78501,72638.51661,4.06669,24.37400,0.00000,4.57300,4.57300,8.47756,2116.34047,0.02976,0.00670,0.14992,NA,0.69852,0.19113,42.68635,87.24119,NA,1.40913,0.00743,32.20830,13.74363,NA,65.80444,23502.89857,0.02014,86332.90539,NA,0.70760,198.49657,3700.09315,NA,1.64198,123.78267,3054.21120,NA,178.83671,2477.18591,159.67209,2995.81108,NA,0.00009,1.07025,0.43080,NA,0.06993,8.10986,104.48726,NA,1.70123,0.29751,76.17715,NA,NA,5.32701,537.44978,0.12138,877.92110,0.07879,0.00017,16.56413,564.76921,4.66,5.04,17.54771,NA,313.04990,4.20823,484.30064,8.37802,NA,901.16143,2.80754,0.96768,3161.48268,0.00010,NA,3.15900,9.62320,NA,1.94928,0.75421,123.88814
BMGF,ETH0831,4,12.3842000398241,37.9177316025464,1755.19111,4,15/01/2019,15/01/2019,Maize,Store,Main,NA,12.23565,NA,NA,NA,NA,59.78855,NA,0.01282,NA,NA,1.70493,27.03970,4476.31817,NA,1652.65773,7.01062,0.23611,NA,4353.99312,NA,0.37963,1749.80481,NA,0.26628,NA,NA,0.03682,25.63509,2289.61039,0.05427,60050.60597,1.03198,3.89616,0.01170,2.04330,2.05500,21.62888,7455.35727,0.01611,0.00022,0.09681,NA,0.14206,0.00157,24.24985,20.54657,NA,0.75209,0.01362,28.90752,31.49444,NA,14.58675,4389.45908,0.06802,90033.34585,NA,1.47413,284.12551,3764.63462,NA,7.08103,382.60982,6458.31430,NA,18.24940,781.17298,0.00496,1447.21527,NA,0.00070,0.09884,0.19020,NA,0.07454,12.55455,355.98195,NA,0.25021,0.00592,25.36415,NA,NA,29.64589,825.10472,1.06544,991.14843,0.05709,0.00012,3.65360,109.52459,6.49,7.03,1.96511,NA,229.04979,11.28557,209.31819,4.20429,NA,346.43626,3.74309,0.45867,2490.37487,0.00004,NA,1.49276,10.68281,NA,3.70226,0.01556,122.78605
BMGF,ETH0832,4,9.2986081491227,38.1923084763850,2516.81021,4,11/01/2019,11/01/2019,Teff,Field stack,Main,0.00275,166.57783,0.01965,NA,22.00589,NA,1660.14200,0.00659,0.09934,0.61455,0.00681,6.38872,191.07784,4296.26564,0.05274,1957.91519,221.57119,0.08178,4.20497,4139.97700,0.02848,6.59335,2504.10241,0.01107,6.80510,NA,0.00240,0.37181,30.92595,3672.43937,3.03511,76951.48978,3.07954,28.82665,0.00000,2.18200,2.18200,12.10206,2572.78535,0.01170,0.00744,0.08555,NA,1.30746,0.82984,62.26919,93.29888,NA,2.41839,0.01570,45.23303,19.36260,NA,55.18036,14290.13593,0.01580,98506.56753,NA,0.39188,80.80981,3974.22246,NA,4.64337,268.53487,4211.08524,NA,133.55337,1727.13759,101.57018,2144.31026,NA,0.00007,0.20224,0.20060,NA,0.04528,5.46630,106.31570,NA,1.82953,0.94991,77.14162,NA,NA,6.50829,202.79217,0.04171,472.75346,0.10479,0.00034,15.82555,504.17360,4.56,5.08,20.37671,NA,146.34262,2.74845,265.25386,4.22986,NA,564.24954,0.98387,0.57830,1590.78159,0.00011,NA,1.19172,3.67514,NA,1.63011,0.55116,110.59834
BMGF,ETH0833,4,9.2465141599154,38.2845222528363,2829.72674,4,11/01/2019,11/01/2019,Wheat,Field stack,Main,NA,10.88318,NA,NA,11.41053,NA,406.93578,NA,0.02541,NA,NA,4.50704,42.01678,4937.13676,NA,1195.71367,58.76851,0.01350,0.49674,2936.75370,NA,2.51751,2025.86295,NA,3.46169,NA,NA,0.08204,27.46564,5336.92940,0.27279,88265.42554,1.52842,49.67492,0.00000,2.67200,2.67200,15.04166,3716.39900,0.01491,0.00177,0.09058,NA,0.81520,0.00220,69.35537,77.28501,NA,1.81982,0.01136,56.83388,24.20724,NA,56.66059,16651.29582,0.01276,109449.55096,NA,0.86317,165.64389,3837.32581,NA,6.08757,358.78685,7497.64873,NA,117.67452,1514.02132,3.10762,2180.19898,NA,0.00007,0.07905,0.23800,NA,0.04917,6.90051,180.19934,NA,0.32351,0.05568,72.02932,NA,NA,10.06213,396.60358,0.06112,678.08821,0.07377,0.00011,8.80069,478.31255,5.04,5.58,9.13369,NA,252.25981,3.25012,272.20504,4.85011,NA,497.41218,1.02468,0.41976,2349.62265,0.00004,NA,0.86687,4.48587,NA,2.65545,0.07486,126.71989
BMGF,ETH0834,4,9.4810270883574,38.2357696261551,2563.54925,4,12/01/2019,12/01/2019,Teff,Field stack,Close pair,NA,41.60687,NA,NA,18.27860,NA,1764.41891,NA,0.09119,0.38198,0.00277,6.84344,119.83958,3732.16131,NA,2033.88345,177.83674,0.07913,3.41680,4008.05191,0.01938,7.35059,2491.28418,0.02771,10.81171,NA,NA,0.25559,32.65615,3931.04570,0.42933,66826.34556,5.08013,14.68639,0.00000,2.63700,2.63700,17.33840,4647.00278,0.01644,0.00225,0.10104,NA,1.41747,0.00457,71.17460,116.53555,NA,3.99180,0.00954,57.61019,27.84937,NA,96.83372,18759.77049,0.01352,124385.53850,NA,0.27125,44.70096,2530.31344,NA,6.99138,375.15709,4653.10328,NA,153.69990,1901.24833,7.03705,2258.82041,NA,0.00006,0.73919,0.23870,NA,0.09357,17.06680,110.07121,NA,2.91129,0.49893,66.87307,NA,NA,4.56683,209.43872,0.03726,523.67331,0.16094,0.00021,14.46565,402.78382,4.84,5.40,12.68353,NA,155.23023,3.79717,295.33224,5.01640,NA,491.18114,1.34394,0.60587,1479.06356,0.00004,NA,1.57938,4.01587,NA,2.23275,0.17009,90.63837
