FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As _Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd _Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni _Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti _Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
BMGF,ETH0671,4,11.3113718257046,36.8001694543502,2104.82609,6,29/12/2018,29/12/2018,Maize,Field stack,Main,0.00148,3.21387,0.00425,-0.74358,0.31282,0.02166,50.23618,0.00183,0.02058,0.83723,-0.00059,1.94361,22.20126,3375.00651,0.00421,1068.66361,6.05554,0.06350,1.13332,2779.64152,0.00412,2.29134,1279.97292,-0.00199,0.20680,-0.00145,-0.00052,0.03588,16.65803,3515.14141,0.34766,69881.87930,4.12678,9.57947,0.00000,2.58800,2.58800,8.64197,2160.06606,0.09056,0.02787,0.00208,NM,1.43000,0.00000,63.78000,156.75000,NM,3.14000,0.01000,59.48000,14.55000,NM,54.21000,11798.80000,0.01000,110825.93000,NM,0.91000,226.08000,4411.50000,NM,2.57000,201.21000,2887.89000,NM,193.54000,1762.07000,3.14000,2522.51000,NM,0.00007,0.37076,0.22090,NM,0.05564,8.35829,83.66637,96.70172,NM,2.41349,0.27937,NM,NM,6.68116,285.98242,0.03788,766.16686,0.14712,0.00016,14.17418,308.68698,4.88000,5.47000,1.38918,NM,250.91932,2.13667,248.17667,1.91073,NM,618.81274,1.20911,0.54268,2302.05626,0.00004,NM,2.62776,5.87337,NM,2.41346,0.17365,79.10041
BMGF,ETH0672,4,10.9355591657437,36.5469036276303,1695.63213,4,25/12/2018,30/12/2018,Maize,Store,Close pair,0.00021,20.74485,0.00330,-0.38877,0.46054,-0.00144,62.59847,0.00528,0.03082,0.71858,-0.00053,1.49246,35.70244,3836.11587,-0.01654,1197.27166,6.69486,0.04968,0.87742,3391.60772,-0.00291,2.60660,1751.54333,0.01950,0.31896,-0.00141,-0.00036,0.07456,19.07032,5836.77591,1.95943,99936.05230,5.13306,12.62618,0.00000,3.08100,3.08100,4.91784,1330.77298,0.05245,0.00731,0.00390,NM,0.50000,0.18000,55.54000,111.71000,NM,1.98000,0.01000,65.19000,10.77000,NM,25.65000,9364.05000,0.01000,104418.17000,NM,0.78000,215.31000,3454.59000,NM,2.35000,195.74000,3041.13000,NM,135.59000,1743.89000,103.29000,2542.54000,NM,0.00008,0.37881,0.26500,NM,0.06638,8.71066,85.32978,120.14584,NM,0.16645,0.05759,NM,NM,4.52884,256.63440,0.05445,738.39382,0.22032,0.00040,15.94164,584.19750,4.77000,5.16000,29.57213,NM,276.82327,2.82690,325.00763,9.53663,NM,870.11320,2.78995,0.69269,1957.15095,0.00011,NM,0.61483,2.40986,NM,2.15122,0.12227,64.23840
BMGF,ETH0673,4,7.2274355825145,38.6954957720184,2149.99547,4,21/12/2018,21/12/2018,Teff,Field stack,Main,0.00601,16.24260,0.00386,0.04577,17.12399,-0.00095,1605.85345,0.02268,0.07390,2.89897,0.00478,5.59436,72.71471,4781.28395,0.02828,2016.74056,247.13700,0.16001,4.12910,4667.91969,0.00362,15.00514,1976.77219,0.09268,7.04108,-0.00074,0.00023,0.07360,36.12674,1729.97779,10.05143,20183.97894,1.56280,12.34020,0.00000,1.79400,1.79400,3.90730,1072.09133,0.16088,0.02790,0.01662,NM,0.14000,0.12000,2.57000,13.62000,NM,0.67000,0.01000,3.32000,7.12000,NM,244.59000,5540.71000,0.10000,18285.21000,NM,0.08000,30.47000,1338.27000,NM,0.60000,50.35000,1156.39000,NM,49.08000,280.45000,50.03000,363.24000,NM,0.00009,0.60782,0.15790,NM,0.36872,80.99339,1110.89246,8.97904,NM,0.57746,0.24771,NM,NM,13.37000,195.34810,0.12223,241.96423,0.64988,0.00141,8.68807,137.49457,4.44000,5.03000,5.14693,NM,183.70208,5.20517,163.16803,7.48148,NM,595.08211,2.78201,0.48951,903.74812,0.00066,NM,3.99142,7.58672,NM,1.15452,2.15304,78.53888
BMGF,ETH0674,2,8.5831621204835,39.3963412455467,1500.87516,4,24/12/2018,24/12/2018,Maize,Store,Close pair,0.00131,5.78052,-0.00197,-1.70129,0.11681,-0.00393,99.38607,-0.01404,0.01131,0.73902,0.00086,0.53407,28.33455,3053.96537,-0.00353,993.86566,4.96037,0.36305,0.34225,2338.94724,-0.00104,5.65038,1669.44466,0.08399,0.51975,-0.00010,-0.00040,0.14392,17.51868,1148.59160,0.03518,9038.95539,0.69229,NM,0.00000,1.50000,1.50000,10.11080,3816.64840,0.10745,0.03966,0.00034,NM,0.02000,0.00000,2.99000,7.11000,NM,0.11000,0.01000,3.77000,10.55000,NM,23.15000,2340.29000,0.03000,12597.33000,NM,0.24000,117.24000,1512.70000,NM,0.79000,78.02000,1873.54000,NM,11.13000,251.67000,0.01000,387.32000,NM,0.00269,0.25533,0.13170,NM,0.09894,28.79611,1102.94117,7.00911,NM,0.13897,0.00331,NM,NM,8.71370,354.22923,0.43940,281.52399,0.10742,0.00007,3.13078,41.07035,6.22000,6.62000,0.64610,NM,166.93491,4.37548,130.32577,3.29436,NM,385.56030,5.49267,0.33392,768.58348,0.00006,NM,3.13270,8.14922,NM,3.25678,0.02840,37.74246
BMGF,ETH0675,2,8.7520724196831,38.9133900128176,1894.89136,4,25/12/2018,25/12/2018,Teff,Field stack,Close pair,0.01047,17.67160,0.00765,-2.84799,12.50812,0.00662,1292.67335,0.05018,0.07012,0.39920,0.00004,7.21040,57.39081,4621.95476,0.01746,1882.17636,49.51210,0.64910,2.20309,4244.95247,0.02286,3.89591,2476.85980,1.21964,5.88444,-0.00041,-0.00017,0.16059,34.76179,2074.11791,0.02615,38125.66498,1.59056,NM,0.00000,1.86800,1.86800,16.82509,6976.96205,0.17010,0.05845,0.00048,NM,0.40000,0.00000,31.01000,65.79000,NM,4.26000,0.01000,39.22000,27.62000,NM,48.38000,5826.98000,0.01000,50027.67000,NM,0.73000,183.06000,3429.37000,NM,8.39000,500.49000,5917.31000,NM,84.21000,1347.12000,0.05000,1594.01000,NM,0.00063,0.53865,0.12280,NM,0.11359,21.96391,941.88627,74.66438,NM,6.61228,0.16634,NM,NM,52.01273,774.73519,1.35174,849.64515,0.18098,0.00011,8.33389,142.64050,5.86000,6.48000,1.55742,NM,186.33532,7.88332,134.92016,11.36264,NM,698.43756,4.66173,0.67373,3360.90704,0.00004,NM,2.13598,7.19151,NM,3.24245,0.02559,86.43949
BMGF,ETH0676,2,8.8320634159448,38.9621274406944,1985.80753,4,25/12/2018,25/12/2018,Maize,Field stack,Main,0.01484,34.19481,0.00488,-1.20432,0.39519,-0.00384,99.93321,-0.00447,0.04067,0.67242,0.00074,2.24456,49.45688,3493.14645,-0.00068,1229.65171,8.97090,0.32218,0.60873,3327.12416,0.03252,1.22282,1707.65898,-0.00255,0.31541,-0.00049,-0.00004,0.20465,21.65247,2975.07085,0.03426,57637.05796,2.55751,7.95685,0.16900,1.46200,1.63100,34.97533,15220.28548,0.16607,0.01884,0.00010,NM,0.10000,0.00000,25.73000,60.15000,NM,1.39000,0.02000,22.91000,45.40000,NM,9.24000,3116.80000,0.01000,60330.48000,NM,2.23000,446.24000,7480.68000,NM,4.71000,176.16000,8991.55000,NM,19.92000,1675.31000,0.00000,2194.15000,NM,0.02349,0.19092,0.12000,NM,0.12035,20.31233,265.33114,67.49131,NM,0.88951,0.01110,NM,NM,31.50857,527.15213,1.33076,505.65681,0.35144,0.00013,11.71091,190.43221,7.22000,8.08000,1.39671,NM,145.95073,8.07142,130.31478,3.61666,NM,192.87646,2.93693,0.51771,1355.82876,0.00343,NM,1.23347,17.34803,NM,4.28791,0.00415,101.41995
BMGF,ETH0677,4,11.5930829187165,36.8650046593120,2199.52473,6,31/12/2018,31/12/2018,Barley,Standing crop,Main,-0.00052,14.06155,0.00534,-1.25402,7.20637,-0.00005,417.46625,0.00386,0.03490,0.85204,-0.00070,5.95582,49.02470,5349.00543,-0.00608,1454.41674,18.11544,0.01596,0.73547,4172.37130,-0.00018,2.93936,1814.37478,-0.00151,2.53534,-0.00127,-0.00028,0.05249,37.87352,3355.20354,0.34793,84001.74151,3.98034,19.34592,0.00000,1.82700,1.82700,8.51254,1779.87655,0.06633,0.01250,0.00136,NM,1.35000,0.00000,61.20000,248.59000,NM,2.19000,0.01000,60.14000,14.92000,NM,32.16000,7221.22000,0.01000,120435.78000,NM,0.54000,132.59000,3741.69000,NM,3.63000,267.17000,3108.69000,NM,157.49000,1682.22000,2.94000,2348.94000,NM,0.00007,0.23462,0.16090,NM,0.04377,5.63621,70.87860,112.87675,NM,0.99480,0.20361,NM,NM,8.49718,205.54959,0.04010,890.74574,0.14323,0.00020,14.35265,272.89009,4.96000,5.49000,13.61168,NM,185.32546,3.46224,192.40768,4.93653,NM,535.53571,0.99989,0.53354,1086.39853,0.00004,NM,1.30860,4.24874,NM,2.43635,0.11727,84.35858
BMGF,ETH0678,4,11.6981769413591,36.9542067359538,2010.91364,4,31/12/2018,31/12/2018,Teff,Store,Main,0.01196,692.84820,0.06994,-1.68243,24.82281,0.01001,1484.34149,0.00221,0.50804,4.81114,0.01632,5.68055,807.09007,4776.13065,0.15826,2069.30361,171.75028,0.19848,4.74235,4293.55010,0.07616,8.63228,2168.86216,0.03724,9.69555,0.00025,0.01054,1.76637,23.03123,3195.19597,0.11766,81602.08029,2.45549,24.26974,0.00000,1.87100,1.87100,22.84231,5468.60358,0.05211,0.00756,0.00108,NM,0.80000,0.02000,67.94000,158.02000,NM,2.96000,0.01000,63.26000,38.52000,NM,69.70000,15313.72000,0.01000,123140.86000,NM,0.30000,45.79000,2272.01000,NM,10.49000,473.17000,5715.61000,NM,102.00000,1525.00000,21.11000,2169.83000,NM,0.00007,0.14322,0.13700,NM,0.13290,23.13478,106.65750,91.64790,NM,2.65911,0.55513,NM,NM,5.73952,304.96737,0.02618,681.78973,0.09943,0.00012,10.04340,373.27437,5.13000,5.50000,5.97127,NM,117.69441,2.50028,131.84316,3.98559,NM,379.60412,0.72808,0.47163,1809.12748,0.00001,NM,0.52365,2.23005,NM,2.49628,0.05373,64.57157
BMGF,ETH0679,4,8.9887966908925,37.7003037778436,2313.96750,4,30/12/2018,30/12/2018,Teff,Standing crop,Main,0.00078,11.60765,0.00429,-1.65996,14.05103,-0.01234,1434.33466,-0.00088,0.03313,0.12150,-0.00036,7.85999,57.85192,4839.90743,-0.01650,1938.11615,51.96378,0.10947,1.64113,4318.10392,0.00628,4.65597,2727.11086,0.00684,5.32439,-0.00117,-0.00019,0.08789,26.07807,2844.66143,0.04451,67535.71433,2.75000,10.06327,0.00000,3.07200,3.07200,20.09843,5140.13297,0.11374,0.01580,0.00041,NM,0.67000,0.00000,36.08000,140.74000,NM,3.18000,0.01000,45.14000,30.89000,NM,66.57000,11110.89000,0.01000,98527.78000,NM,1.23000,251.04000,5979.19000,NM,6.49000,345.51000,5519.48000,NM,93.48000,1157.04000,0.18000,1633.91000,NM,0.00016,0.33296,0.23010,NM,0.10569,18.00470,135.52338,69.24114,NM,3.72689,0.14927,NM,NM,7.89867,159.98760,0.08663,308.69942,0.17065,0.00022,17.34329,307.10035,5.44000,6.08000,5.90820,NM,202.86761,5.44851,233.09112,6.00789,NM,655.72494,1.43211,0.69394,2079.97974,0.00003,NM,1.52465,6.45124,NM,3.11142,0.03673,105.01796
BMGF,ETH0680,4,8.8399781266440,38.1061289088963,2381.55586,4,29/12/2018,29/12/2018,Teff,Field stack,Main,0.00234,92.33523,0.02227,-1.36502,13.19629,-0.00129,1426.57894,0.00929,0.10487,0.86768,0.00257,7.14052,165.41725,4347.21834,0.04001,1847.60542,137.54622,0.22607,2.35109,3778.80479,0.03534,3.53406,2233.18335,0.00413,6.10834,-0.00072,0.00112,0.25508,30.75209,1726.76400,0.07168,41172.25963,4.00493,8.44415,0.00000,2.09600,2.09600,15.54879,4043.08547,0.18854,0.03135,0.00140,NM,0.25000,0.00000,21.14000,50.60000,NM,2.41000,0.01000,20.26000,22.78000,NM,64.65000,8096.06000,0.01000,56015.75000,NM,0.55000,131.70000,4436.55000,NM,4.73000,264.08000,4169.49000,NM,108.99000,2005.50000,0.63000,2387.70000,NM,0.00011,0.63740,0.15640,NM,0.07477,10.66418,146.13431,43.05594,NM,3.30718,0.25423,NM,NM,8.49056,114.16945,0.09078,184.78276,0.22391,0.00010,18.51177,156.11104,5.21000,6.02000,2.38538,NM,141.60148,4.70991,139.15367,4.31510,NM,453.32427,1.51264,0.72150,2096.56264,0.00004,NM,1.85130,7.24356,NM,2.95295,0.04614,108.81235
BMGF,ETH0681,4,8.8388277120277,37.9799606559586,3029.15289,4,29/12/2018,29/12/2018,Barley,Field stack,Main,0.00070,14.49298,0.00457,-1.19926,5.93669,0.02131,380.78769,0.01463,0.01815,0.36224,0.00000,6.44437,47.68973,4130.02729,0.00707,1113.72995,13.92196,0.02696,1.02845,2328.21473,0.01529,5.28369,1842.04828,0.01068,2.26081,-0.00112,-0.00018,0.06340,27.33940,8217.15254,1.48859,69746.90610,2.45329,17.03564,0.00000,4.32000,4.32000,10.52411,3017.48448,0.14204,0.01396,0.00179,NM,0.20000,0.04000,31.97000,76.80000,NM,0.79000,0.01000,25.68000,16.62000,NM,80.93000,20043.31000,0.03000,74988.95000,NM,0.24000,60.95000,2715.41000,NM,4.59000,337.35000,9256.30000,NM,40.87000,1694.45000,20.47000,2269.05000,NM,0.00012,0.63288,0.30280,NM,0.10190,18.30957,181.11094,63.92576,NM,0.37661,0.04622,NM,NM,2.79617,482.22042,0.06984,299.83365,0.08702,0.00014,14.01152,752.55748,4.80000,5.40000,13.35816,NM,281.44173,3.08259,337.10292,6.60848,NM,876.99993,1.62233,0.92229,4487.23990,0.00013,NM,0.76105,2.62189,NM,2.40616,0.07532,127.94604
BMGF,ETH0682,5,7.8591363830992,39.0137221842375,2074.28517,4,22/12/2018,22/12/2018,Wheat,Store,Main,0.00097,13.47675,0.01117,-0.24221,6.52236,-0.00465,429.44953,-0.00370,0.00763,0.05366,-0.00040,2.95332,33.15522,4708.93600,-0.01195,1133.14837,39.14172,0.65020,-25.03264,3693.27233,-0.02675,1.40019,1763.97139,0.17306,3.08809,-0.00063,0.00009,0.15836,22.52602,2447.64562,0.01305,42953.62634,2.42016,2.88810,0.01300,1.84400,1.85700,25.63536,7881.51774,0.24638,0.03726,0.00014,NM,0.05000,0.00000,12.62000,37.71000,NM,0.87000,0.01000,12.94000,32.53000,NM,12.87000,2673.46000,0.01000,45523.28000,NM,1.53000,309.42000,7728.48000,NM,3.11000,148.67000,6997.14000,NM,35.49000,976.98000,0.01000,1303.12000,NM,0.00051,0.17032,0.15840,NM,0.16852,29.90813,321.54158,40.84489,NM,1.77865,0.01858,NM,NM,11.94862,204.75756,0.30492,226.29922,0.26877,0.00031,13.41235,108.84838,6.45000,7.32000,0.63040,NM,219.80918,4.10410,155.24944,8.60473,NM,431.45311,4.38944,0.51125,1486.76687,0.00009,NM,0.69302,11.33542,NM,3.90792,0.00926,113.64468
BMGF,ETH0683,5,7.4840464283854,39.3135423892832,3159.02984,6,21/12/2018,21/12/2018,Barley,Field stack,Main,0.00015,12.26379,0.00658,-0.38348,4.91096,-0.00615,407.77320,-0.00380,0.00706,0.22634,0.00128,4.66802,38.12717,3907.33154,-0.00023,1266.74127,12.81977,0.04401,-25.22220,3700.17986,0.10441,1.31246,2118.68473,0.00298,2.39637,-0.00050,0.00026,0.17664,30.25767,4312.89489,0.10304,46942.46058,3.29698,6.94382,0.00000,4.61100,4.61100,15.06648,4505.43585,0.22107,0.06494,0.00093,NM,0.78000,0.00000,52.25000,157.67000,NM,1.97000,0.01000,38.49000,21.00000,NM,110.04000,18778.60000,0.02000,82318.59000,NM,0.62000,164.26000,3572.41000,NM,3.93000,270.06000,4761.01000,NM,130.39000,2418.67000,0.24000,2844.19000,NM,0.00010,1.04641,0.43420,NM,0.12869,22.72470,188.54901,83.39302,NM,4.55400,0.09479,NM,NM,3.91238,568.34394,0.17431,601.95177,0.15436,0.00010,14.88259,281.50859,5.20000,5.90000,5.94610,NM,408.64343,5.80577,389.36510,9.54898,NM,1144.09736,4.20906,0.71955,3518.39927,0.00007,NM,5.00497,9.59449,NM,2.76665,0.12622,142.20383
BMGF,ETH0685,5,7.4325905909866,39.4150551946288,2789.78927,4,23/12/2018,23/12/2018,Barley,Store,Main,0.00041,19.86411,-0.00219,-0.02773,4.26081,0.01852,297.63215,0.05554,0.01183,0.15879,0.00077,2.98299,35.85769,3944.42792,-0.01347,1086.99193,10.47429,0.16948,-25.03510,2925.31988,-0.00050,1.61397,1556.47395,0.00931,2.00786,-0.00067,0.00066,0.20275,17.91457,3024.52801,0.50261,38362.41084,2.76753,8.70529,0.00000,2.23200,2.23200,7.07793,1908.58029,0.15135,0.02088,0.00322,NM,0.82000,0.02000,47.82000,135.55000,NM,2.68000,0.01000,25.55000,10.68000,NM,67.50000,12823.63000,0.01000,74111.36000,NM,0.47000,144.45000,3900.11000,NM,1.50000,118.41000,3121.89000,NM,142.06000,2238.99000,33.19000,2838.70000,NM,0.00004,0.71276,0.19830,NM,0.07401,13.55800,161.93060,55.33081,NM,3.57753,0.56030,NM,NM,3.95468,186.00628,0.07751,259.06960,0.17674,0.00012,21.90990,192.32715,4.84000,5.55000,4.87633,NM,284.86674,2.94393,189.89502,7.58576,NM,1062.67156,2.77185,0.55497,3094.43252,0.00011,NM,2.15453,3.75066,NM,1.85462,0.35869,87.18066
BMGF,ETH0686,5,7.4008243465768,39.2472171211644,2960.07777,4,23/12/2018,23/12/2018,Barley,Store,Main,0.00220,25.83658,0.00846,-0.25455,1.84665,-0.01885,394.99388,-0.01167,0.01424,0.49132,0.00150,4.05692,44.96851,4010.62443,0.00958,971.71608,14.06962,0.04850,-25.08970,2917.47324,0.01782,4.30938,1729.19419,0.00319,2.26840,-0.00046,0.00099,0.21396,25.85219,1415.79269,0.72921,22266.45135,1.72548,6.29920,0.00000,3.05700,3.05700,10.51739,3045.36333,0.12562,0.03887,0.00445,NM,0.34000,0.12000,6.38000,40.03000,NM,3.45000,0.01000,16.65000,14.73000,NM,247.52000,4926.42000,0.07000,25193.04000,NM,0.15000,41.01000,2578.80000,NM,1.84000,142.41000,2063.18000,NM,64.65000,399.93000,41.18000,585.74000,NM,0.00043,0.36303,0.27410,NM,0.21595,45.05026,261.22673,22.74181,NM,3.59515,0.45228,NM,NM,7.74017,271.23729,0.18813,440.33050,0.88356,0.00042,13.69677,128.27192,4.76000,5.30000,2.66173,NM,312.13915,5.43981,263.03230,6.83113,NM,583.51453,5.22960,0.56317,1470.66860,0.00017,NM,3.20934,4.50404,NM,1.71059,0.57344,78.22276
BMGF,ETH0687,4,12.4576914553790,39.1577414144004,2002.03406,6,28/12/2018,28/12/2018,Barley,Store,Close pair,-0.00070,55.78360,0.01668,0.09997,2.00620,0.01092,455.92984,0.00222,0.12889,2.33026,0.00165,4.03452,175.55064,5449.79695,0.05092,1387.88924,15.76274,0.50666,4.33118,4170.30340,0.00233,5.04353,1821.51212,0.13346,3.24062,-0.00139,0.00157,0.67292,23.89616,1670.04134,0.01248,26829.23622,0.80628,1.53042,0.00480,0.59900,0.60380,15.99904,10580.70121,0.08961,0.00930,0.00018,NM,0.08000,0.00000,54.43000,485.75000,NM,1.81000,0.01000,83.23000,26.17000,NM,11.27000,3103.23000,0.01000,82086.84000,NM,0.25000,56.59000,1357.92000,NM,11.16000,663.50000,25655.90000,NM,11.33000,454.62000,0.01000,1122.58000,NM,0.00096,0.23064,0.05330,NM,0.08512,15.54091,335.22339,302.84617,NM,3.29359,0.12864,NM,NM,10.41326,1129.25562,0.38470,1080.32892,0.04761,0.00009,3.22271,165.15906,6.63000,7.19000,0.35570,NM,75.96759,3.05082,64.34315,4.22707,NM,189.81058,2.24517,0.41867,5228.09189,0.00006,NM,0.19922,4.45314,NM,3.52928,0.00926,103.48063
BMGF,ETH0688,2,7.3634283531601,38.7014705515796,1948.12021,4,24/12/2018,24/12/2018,Teff,Store,Main,0.00336,330.56345,0.07087,-2.37595,11.84802,0.00623,1575.01812,0.02849,0.25299,8.83687,0.01873,5.84445,393.34740,4089.38777,0.25960,1740.93339,91.31706,0.73573,5.73404,4039.77344,0.16042,2.60432,1982.86574,0.14625,6.79270,0.00226,0.00844,0.66452,36.45559,1516.70032,0.23053,28817.87203,3.23136,3.28032,0.00000,2.99300,2.99300,18.38660,5431.02244,0.31225,0.07616,0.00065,NM,0.18000,0.00000,11.34000,28.45000,NM,1.24000,0.01000,11.65000,24.26000,NM,42.42000,3507.71000,0.01000,33530.10000,NM,0.88000,255.18000,5179.23000,NM,3.32000,197.38000,3468.87000,NM,125.87000,1515.90000,0.11000,1821.98000,NM,0.00034,1.20817,0.21560,NM,0.11947,20.08678,206.10487,32.64769,NM,3.86355,0.06138,NM,NM,11.12000,133.72520,0.22741,246.46484,0.16622,0.00016,14.31839,82.51712,5.52000,6.11000,1.33950,NM,306.46648,6.09027,225.15745,12.19056,NM,870.09413,4.76043,0.75550,1626.72947,0.00003,NM,3.79184,9.60410,NM,3.28117,0.03402,123.32650
BMGF,ETH0689,4,12.4584098646525,39.1587792055271,1976.99328,6,28/12/2018,28/12/2018,Barley,Store,Close pair,0.00064,442.51060,0.04904,-2.27554,4.33845,0.02169,516.24483,0.00160,0.25885,5.00705,0.00301,3.62442,561.27567,5524.49879,0.10151,1251.78157,19.58859,0.47810,2.47324,3740.33239,0.02469,3.20138,1570.49900,0.08218,6.00701,-0.00043,0.00427,2.68339,27.23701,1888.34300,0.02392,26708.88273,0.73353,1.33422,0.00310,0.55670,0.55980,21.16042,14523.18364,0.07282,0.00773,0.00019,NM,0.09000,0.00000,57.22000,407.18000,NM,1.25000,0.01000,87.43000,33.81000,NM,8.09000,2957.27000,0.01000,77417.88000,NM,0.55000,118.46000,1570.64000,NM,11.90000,623.86000,36398.92000,NM,10.97000,406.21000,0.07000,1048.23000,NM,0.00153,0.27543,0.04890,NM,0.08514,15.64905,517.70720,358.99459,NM,2.04449,0.07412,NM,NM,5.66993,1107.00191,0.24949,1119.50791,0.03724,0.00010,2.73152,49.15630,6.82000,7.53000,0.35073,NM,62.85022,3.86280,57.32879,3.48795,NM,138.11308,2.56293,0.39414,4988.33559,0.00029,NM,0.22976,5.03543,NM,3.57372,0.00912,96.91098
BMGF,ETH0690,5,7.0373110958633,38.7502247692987,2660.58712,4,26/12/2018,26/12/2018,Barley,Field stack,Main,0.00081,17.32649,-0.00136,-0.56933,3.08860,-0.00604,321.90348,-0.01546,0.01588,0.23203,0.00511,3.75089,37.29089,4545.88571,-0.01352,910.73804,9.95367,0.02819,-25.04051,2604.55960,-0.01942,18.46877,1764.19480,0.07089,2.35569,-0.00052,0.00024,0.16432,22.73187,6396.40659,1.45262,58461.72680,4.25973,19.46952,0.00000,4.36100,4.36100,5.56006,1695.70687,0.17410,0.04503,0.00902,NM,0.70000,0.19000,37.29000,168.56000,NM,2.64000,0.01000,42.46000,11.09000,NM,80.46000,28469.60000,0.03000,96364.07000,NM,0.95000,297.92000,2959.46000,NM,1.58000,148.11000,3434.54000,NM,242.08000,3281.50000,202.06000,3926.34000,NM,0.00011,2.46668,0.43440,NM,0.04692,6.45981,67.51809,62.51098,NM,1.70834,0.32631,NM,NM,18.08924,1379.99242,0.22610,1589.66790,0.22738,0.00023,19.39039,500.30423,4.65000,5.00000,31.46907,NM,702.76778,10.95926,528.99772,12.71654,NM,1591.17021,5.19735,0.80131,2927.75569,0.00012,NM,4.01356,10.17181,NM,1.85901,0.94495,138.76216
BMGF,ETH0692,2,8.6247308111656,39.1063228214219,1785.24562,4,20/12/2018,20/12/2018,Teff,Store,Main,0.00474,167.12761,0.03614,-2.25270,11.19147,0.00699,1146.24617,0.00256,0.13562,3.17282,0.00753,6.59715,226.86491,4528.72704,0.11232,1794.60182,65.41473,0.76608,2.68640,4085.43129,0.07573,2.17983,2118.31356,0.24470,4.38931,0.00086,0.00267,0.45658,29.86559,2487.29147,0.07669,48503.43606,1.80975,7.64331,0.00000,1.28000,1.28000,31.50809,8634.27626,0.19540,0.03708,0.00023,NM,0.11000,0.00000,15.85000,49.13000,NM,1.64000,0.01000,18.89000,43.47000,NM,18.98000,2638.97000,0.14000,51691.23000,NM,1.21000,236.45000,8184.20000,NM,7.64000,284.94000,8920.71000,NM,63.59000,1292.18000,0.01000,1528.69000,NM,0.00033,0.06959,0.08150,NM,0.21089,36.57362,246.59692,50.02570,NM,2.39729,0.03189,NM,NM,10.91459,138.12406,0.21406,100.88253,0.46253,0.00166,14.44756,134.71644,6.10000,6.75000,0.46273,NM,104.28561,4.79731,65.24310,6.51234,NM,292.51586,1.97947,0.29545,1403.31595,0.00003,NM,0.59026,5.27708,NM,3.64701,0.00593,127.28973
